"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
4;;;"Izabela Alicja KAFKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Dobrcz";"040303";"gm. Dobrcz";"nie należy do partii politycznej";"";;;;
4;;;"Anna Patrycja KARASZEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"grafik komputerowy";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
4;;;"Iwona KAROLEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik samorządowy";"Świecie";"041409";"gm. Świecie";"nie należy do partii politycznej";"";;;;
4;;;"Jarosław Paweł KATULSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"lekarz";"Tuchola";"041606";"gm. Tuchola";"nie należy do partii politycznej";"";;;;
4;;;"Urszula KEMPIŃSKA-CZERWIŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik samorządowy";"Nowe";"041406";"gm. Nowe";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Elżbieta Małgorzata KOBUS";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"ekonomista";"Toruń";"046301";"m. Toruń";"nie należy do partii politycznej";"";;;;
4;;;"Agata KOBYLSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik biurowy";"Kanclerzowice";"022006";"gm. Żmigród";"nie należy do partii politycznej";"";;;;
4;;;"Bartłomiej Jan KOPROWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"specjalista administracji publicznej";"Chrząstawa Wielka";"022301";"gm. Czernica";"nie należy do partii politycznej";"";;;;
4;;;"Michał Adam KOTULSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"robotnik budowlany";"Drzewianowo";"041002";"gm. Mrocza";"członek partii politycznej: Ruch Narodowy";"";;;;
4;;;"Piotr Paweł KOWALSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kosztorysant budowlany";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Ruch Narodowy";"";;;;
4;;;"Bartosz Józef KOWNACKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"adwokat";"Janki";"142106";"gm. Raszyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Ewa Elżbieta KOZANECKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Mirosław Andrzej KOZŁOWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pracownik samorządowy";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Iwona Maria KOZŁOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"poseł na Sejm RP";"Zabartowo";"041304";"gm. Więcbork";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Karolina KOZŁOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik biurowy";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Lewica Razem";"";;;;
4;;;"Zofia Władysława KOZŁOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"inżynier rolnictwa";"Januszkowo";"041906";"gm. Żnin";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
4;;;"Ewa Elżbieta KRASICKA-KORCZYŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel akademicki nauk rolniczych";"Małe Rudy";"041005";"gm. Szubin";"nie należy do partii politycznej";"";;;;
4;;;"Piotr Marek KRÓL";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Janina KUBIK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik biurowy";"Kanclerzowice";"022006";"gm. Żmigród";"nie należy do partii politycznej";"";;;;
4;;;"Stanisława KUFFEL";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Przysiersk";"041401";"gm. Bukowiec";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Maria Bożena KULA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"nauczyciel";"Żmigród";"022006";"gm. Żmigród";"nie należy do partii politycznej";"";;;;
4;;;"Dariusz KURZAWA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"poseł na Sejm RP";"Rzeszynek";"040902";"gm. Jeziora Wielkie";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
4;;;"Natalia Maria KWIATKOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"student";"Jarużyn";"040306";"gm. Osielsko";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Elżbieta Maria KĄCKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"specjalista do spraw kadr";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";;;;
4;;;"Agnieszka Maria KŁOPOTEK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"specjalista do spraw organizacji usług turystycznych";"Śliwice";"041605";"gm. Śliwice";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
4;;;"Daniel Krzysztof LAKNER";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"adwokat";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Antoni LEWANDOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"rolnik";"Lubiewo";"041604";"gm. Lubiewo";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Jarosław LEWANDOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier zootechniki";"Tarkowo Górne";"040709";"gm. Złotniki Kujawskie";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
4;;;"Maciej Marcin MACIEJEWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pracownik samorządowy";"Kcynia";"041001";"gm. Kcynia";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Anna Zofia MACKIEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka matematyki";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Wiesław MALESKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"emeryt";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Polska Partia Socjalistyczna";"";;;;
4;;;"Piotr Henryk MALICH";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"filozof";"Bydgoszcz";"046101";"m. Bydgoszcz";"nie należy do partii politycznej";"";;;;
4;;;"Justyna Monika MAREK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"kierownik ośrodka pomocy społecznej";"Markowice";"040904";"gm. Strzelno";"nie należy do partii politycznej";"";;;;
4;;;"Karolina Maria MATUSZCZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"ekonomista";"Wilkowo";"021303";"gm. Milicz";"nie należy do partii politycznej";"";;;;
4;;;"Marcin Mirosław MES";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Włóki";"040303";"gm. Dobrcz";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
4;;;"Tomasz MICHALCZAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"pracownik samorządowy";"Rogowo";"041905";"gm. Rogowo";"nie należy do partii politycznej";"";;;;
4;;;"Marika MIECHOWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorca";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Renata MOROZ-LANGOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik galerii/muzeum";"Bydgoszcz";"046101";"m. Bydgoszcz";"nie należy do partii politycznej";"";;;;
4;;;"Kajetan Maciej MORZYŃSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"dyrektor zarządzający";"Bydgoszcz";"046101";"m. Bydgoszcz";"nie należy do partii politycznej";"";;;;
4;;;"Juliusz Jakub MŁODECKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"rolnik";"Radzicz";"041004";"gm. Sadki";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Leszek Zbigniew NASKRENTZKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"kierownik obiektu sportowego";"Czersk Świecki";"041404";"gm. Jeżewo";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Anna Małgorzata NIEWIADOMSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik biurowy";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Inicjatywa Polska";"";;;;
4;;;"Emil NOWAKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel";"Gródek";"041403";"gm. Drzycim";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Izabela NOWICKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw rachunkowości";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Paweł Bartosz OLSZEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Katarzyna Anna OSUCH";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik socjalny";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Sławomir OZDYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierownik agencji ochrony";"Nakło nad Notecią";"041003";"gm. Nakło nad Notecią";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
4;;;"Tomasz PACEK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"specjalista do spraw sprzedaży";"Solec Kujawski";"040308";"gm. Solec Kujawski";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Ewa Krystyna PACZKOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik samorządowy";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Łukasz Radosław PAJĄK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inżynier energetyki";"Inowrocław";"040701";"m. Inowrocław";"nie należy do partii politycznej";"";;;;
4;;;"Julia PAPAJ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"nauczyciel";"Jelenia Góra";"026101";"m. Jelenia Góra";"nie należy do partii politycznej";"";;;;
4;;;"Justyna PARDUA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"technik ekonomista";"Szubin";"041005";"gm. Szubin";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Klaudia PAWŁOWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"historyk";"Rzeszyn";"040902";"gm. Jeziora Wielkie";"nie należy do partii politycznej";"";;;;
4;;;"Norbert Jerzy PIETRYKOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Marcin PIETRZAK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"dyrektor marketingu";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Danuta Stanisława PILARSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"technik rolnik";"Szubin";"041005";"gm. Szubin";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Marcin PILARSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Łąski Piec";"041605";"gm. Śliwice";"członek partii politycznej: Nowa Nadzieja";"";;;;
4;;;"Daniel Krzysztof PISIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"radca prawny";"Sanok";"181705";"gm. Sanok";"nie należy do partii politycznej";"";;;;
4;;;"Mieczysław Aureliusz PIWOWAR";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"chemik";"Inowrocław";"040701";"m. Inowrocław";"nie należy do partii politycznej";"";;;;
4;;;"Sebastian Piotr PODLEJSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"opiekun medyczny";"Świecie";"041409";"gm. Świecie";"nie należy do partii politycznej";"";;;;
4;;;"Radosław Przemysław RATAJ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Halina Małgorzata RENZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"emerytka";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Adam RYFA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"pedagog";"Białe Błota";"040301";"gm. Białe Błota";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Grażyna RZĘSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"technik ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"nie należy do partii politycznej";"";;;;
4;;;"Piotr Andrzej RÓŻYCKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"specjalista do spraw reklamy";"Karwiany";"022309";"gm. Żórawina";"nie należy do partii politycznej";"";;;;
4;;;"Rafał SCHAFFRATH";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Łukasz Paweł SCHREIBER";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Paweł Mateusz SIEG";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Nadzieja";"";;;;
4;;;"Radosław Łukasz SIEKIERKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"pracownik socjalny";"Jankowo";"040707";"gm. Pakość";"nie należy do partii politycznej";"";;;;
4;;;"Sebastian SKAJA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"nauczyciel";"Kamień Krajeński";"041301";"gm. Kamień Krajeński";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Violetta SKORUPIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"technik ekonomista";"Wylatowo";"040903";"gm. Mogilno";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Klaudia SPYCHALSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"fotograf";"Łąski Piec";"041605";"gm. Śliwice";"nie należy do partii politycznej";"";;;;
4;;;"Ireneusz STACHOWIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"politolog";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Suwerenna Polska";"";;;;
4;;;"Dariusz Szymon STASIAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Nowa Nadzieja";"";;;;
4;;;"Beata Elżbieta SUPERNAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kierownik działu szkoleń";"Żnin";"041906";"gm. Żnin";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Marcin SYPNIEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"prawnik";"Morzewiec";"040304";"gm. Koronowo";"członek partii politycznej: Konfederacja Wolność i Niepodległość";"";;;;
4;;;"Grażyna Edyta SZABELSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel akademicki - nauki humanistyczne";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Kamila SZCZĘSNA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik hotelarstwa";"Pień";"040302";"gm. Dąbrowa Chełmińska";"nie należy do partii politycznej";"";;;;
4;;;"Łukasz Andrzej SZEWCZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"nauczyciel";"Ligota Piękna";"022004";"gm. Wisznia Mała";"nie należy do partii politycznej";"";;;;
4;;;"Przemysław SZNAJDROWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Niewieścin";"041408";"gm. Pruszcz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Jan Józef SZOPIŃSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Krzysztof Bogdan SZPERKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"pedagog";"Dobrcz";"040303";"gm. Dobrcz";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
4;;;"Paweł SZROT";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Warszawa";"146514";"Wawer";"nie należy do partii politycznej";"";;;;
4;;;"Krzysztof Łucjan SZULCZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"pracownik samorządowy";"Cekcyn";"041601";"gm. Cekcyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Dobromir Cezary SZYMAŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"student";"Inowrocław";"040701";"m. Inowrocław";"nie należy do partii politycznej";"";;;;
4;;;"Jarosław Jan SŁOMA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Tuchola";"041606";"gm. Tuchola";"nie należy do partii politycznej";"";;;;
4;;;"Artur TRAFAS";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier machanik";"Lisi Ogon";"040301";"gm. Białe Błota";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
4;;;"Adrian TRZEPACZ-NOWAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Tur";"041005";"gm. Szubin";"członek partii politycznej: Nowa Nadzieja";"";;;;
4;;;"Tomasz Krzysztof TURALSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inżynier mechanik";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";;;;
4;;;"Tadeusz Stanisław TWARUŻEK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"nauczyciel";"Strzelno";"040904";"gm. Strzelno";"nie należy do partii politycznej";"";;;;
4;;;"Natalia Marta TYRAŃSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"muzyk";"Bydgoszcz";"046101";"m. Bydgoszcz";"nie należy do partii politycznej";"";;;;
4;;;"Tatiana URBAN";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik samorządowy";"Mogilno";"040903";"gm. Mogilno";"członek partii politycznej: Nowa Lewica";"";;;;
4;;;"Łukasz Cyprian URBAŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier zootechniki";"Gruczno";"041409";"gm. Świecie";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
4;;;"Maria Alina WARDA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"dziennikarz";"Gogółkowo";"041902";"gm. Gąsawa";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Jarosław WENDERLICH";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"radca prawny";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Izabela Anna WIERZBIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"studentka";"Bielsko";"302303";"gm. Orchowo";"nie należy do partii politycznej";"";;;;
4;;;"Marek Leon WITKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"pracownik administracji rządowej";"Więcbork";"041304";"gm. Więcbork";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Alicja Teresa WOJTYNA-JODKO";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"emerytka";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Lewica Razem";"";;;;
4;;;"Ewa Beata WOŚ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"teolog";"Nowa Wieś Wielka";"040305";"gm. Nowa Wieś Wielka";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
4;;;"Bartosz Adam WOŹNIAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"technik poligrafii";"Barcin Wieś";"041901";"gm. Barcin";"członek partii politycznej: Nowa Nadzieja";"";;;;
4;;;"Sławomir WOŹNIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inżynier budownictwa";"Jaksice";"040704";"gm. Inowrocław";"nie należy do partii politycznej";"";;;;
4;;;"Marcin WROŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier rolnictwa";"Inowrocław";"040701";"m. Inowrocław";"członek partii politycznej: Partia Republikańska";"";;;;
4;;;"Michał Wojciech WRÓBLEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"informatyk";"Solec Kujawski";"040308";"gm. Solec Kujawski";"członek partii politycznej: Nowa Nadzieja";"";;;;
4;;;"Michał WYSOCKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Nowa Lewica";"";;;;
